title,location,description,price per year,number of bedrooms,number of bathrooms,number of toilets
FLAT & APARTMENT FOR RENT,"Location Assaju Molade Area, Off Bishop Philips Academy, Iwo Road. Ibadan Ibadan Oyo",To Let 2 Bedroom Flat.,"300,000",,,
4 BEDROOM MINI FLAT FOR RENT,104 Close Off Banana Island Banana Island Ikoyi Lagos,4 Bedroom Terrace Apartment,"30,000,000",4.0,4.0,5.0
2 BEDROOM FLAT & APARTMENT FOR RENT,At Abanile Ologuneru Ibadan Ibadan Oyo,To Let 2bedroom Flat,"400,000",2.0,2.0,2.0
1 BEDROOM SELF CONTAIN FOR RENT,"At Idi Mango Area Soka, Lagos Ibadan Express Way 🌡️🌡️🌡️✍🏼good For Lead City.. Ibadan Ibadan Oyo",😃tastefully Spacious Room Self Available,"200,000",1.0,1.0,1.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Banana Island Ikoyi Lagos,3 Bedroom Apartment,"25,000,000",3.0,3.0,4.0
FLAT & APARTMENT FOR RENT,"At Onireke Gra, Jericho Ibadan Ibadan Ibadan Oyo",2bedroom Flat,"450,000",,,
3 BEDROOM TERRACE For Sale,"Off Adenike Olotun Street, Ikota Gra, Lekki, Lagos Ikota Lekki Lagos",Beautiful 3 Bedroom Terrace Duplex In A Shared Compound At Pentagon Court Phase 5,"5,000,000",6.0,6.0,6.0
3 BEDROOM DUPLEX FOR RENT,Lekki Lovely 3 Bedroom Maisonette Lekki Phase 1 Lekki Lagos,Lekki 1 Lovely 3 Bedroom Maisonette,"6,300,000",3.0,4.0,4.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Oniru Victoria Island Lagos,Fully Furnished 3 Bedroom Apartment,"9,000,000",3.0,3.0,4.0
2 BEDROOM FLAT & APARTMENT FOR RENT,At Lapade Ologuneru Ibadan Not Far From The Main Road. Ibadan Ibadan Oyo,A Spacious And Tastefully Newly Built Two Bedroom Flat,"400,000",2.0,2.0,3.0
4 BEDROOM DUPLEX FOR RENT,Lekki Osapa Lekki Lagos,"Modern 4 Bedroom Semi Detached Duplex For Rent In Osapa, Lekki","6,000,000",4.0,4.0,5.0
4 BEDROOM HOUSE FOR RENT,Chevron Drive Lekki Lagos,Luxury And Tastefully Furnished 4 Bedroom Semi Detached Duplex With Bq,"10,000,000",4.0,,
3 BEDROOM DUPLEX FOR RENT,"Estaport Avenue Sholuyi, Gbagada Lagos","Spacious 3 Bedrooms Up Flat All Rooms Ensuite With Guest Toilet All Tiled With Dinning Area, Kitchen Cabinets, Wardrobes N Prepaid Meter","2,400,000",3.0,3.0,4.0
3 BEDROOM DUPLEX FOR RENT,"Sosanya Street Sholuyi , Gbagada Lagos",Renovated Spacious 3 Bedrooms Up Flat All Rooms Ensuite And Guest Toilet,"2,500,000",3.0,3.0,4.0
2 BEDROOM FLAT & APARTMENT FOR RENT,At Akoto Elebu Ibadan Ibadan Oyo,2bedroom,"600,000",2.0,2.0,2.0
1 BEDROOM SELF CONTAIN FOR RENT,At Poly Close Gate Close To Sango Ibadan Ibadan Oyo,A Very Big Room Self Con,"170,000",1.0,1.0,1.0
FLAT & APARTMENT FOR RENT,Available @ Alafara Adejumo Area Very Neat Ibadan Ibadan Oyo,Letting 📢📢📢 Just In Newly Built 2bedroom Flat Now Available,"500,000",,,
3 BEDROOM BLOCK OF FLATS FOR RENT,Ikate Ikate Elegushi Lekki Lagos,Modern 3 Bedroom Apartment,"6,000,000",3.0,3.0,4.0
OFFICE For Rent,42 Saka Tinubu Street Victoria Island Lagos,Tastefully Furnished Office Space,"15,000,000",3.0,3.0,4.0
4 BEDROOM TERRACE FOR RENT,Ogun Street D Close Banana Island Ikoyi Lagos,5 No 4 Bedroom Terrace,"25,000,000",4.0,4.0,5.0
4 BEDROOM DUPLEX FOR RENT,Orchid Along Lekki Expressway Lekki Lagos,4 Bedroom Semi Detached Duplex,"5,000,000",4.0,4.0,5.0
OFFICE FOR RENT,Saka Tinubu Street Victoria Island Victoria Island Lagos,Tastefully Furnished Shared Office Space,"350,000",0.0,0.0,2.0
5 BEDROOM DUPLEX FOR RENT,Off Freedom Way Lekki Phase 1 Lekki Lagos,Luxury 5 Bedroom Semi Detached House With Bq,"7,000,000",5.0,6.0,6.0
2 BEDROOM FLAT & APARTMENT FOR RENT,"At Temidayo Lane5, Ajadi Powerline Ologuneru, Ibadan. Ibadan Ibadan Oyo",Exotic Newly Built 2 Bedroom,"300,000",2.0,2.0,2.0
2 BEDROOM BLOCK OF FLATS FOR RENT,"Banana Island, Ikoyi Lagos",Well Finished And Furnished 2bedroom Flat ( All Ensuite) With Maid Room And Swimming Pool,"13,000,000",2.0,2.0,3.0
2 BEDROOM FLAT & APARTMENT FOR RENT,Parkview Estate Ikoyi Lagos,2 Bedroom Maisonette And 2 Bedroom Flat.,"7,000,000",2.0,3.0,3.0
EVENT HALL FOR RENT,Saka Tinubu Street Victoria Island Victoria Island Lagos,Corporate Event Hall,"350,000/day",,,2.0
4 BEDROOM DUPLEX FOR RENT,Orchid Lekki Lagos,4 Bedroom Semi Detached House,"3,000,000",4.0,4.0,5.0
4 BEDROOM DUPLEX For Sale,Ikate Elegushi Lekki Lagos,Tastefully Finished 4 Bedroom Semi Detached Duplex,"55,000,000",4.0,5.0,5.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Megamound Estate Ikota Lekki Lagos,Furnished 3 Bedroom Apartment With Air Conditioners,"5,000,000",3.0,4.0,4.0
5 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,5 Bedroom Semi Detached Duplex With Bq,"12,000,000",5.0,5.0,6.0
1 BEDROOM MINI FLAT FOR RENT,"Fola Agoro, Off Pako Akoka Fola Agoro Yaba Lagos",Tastefully Finished Miniflat,"900,000",1.0,2.0,2.0
FLAT & APARTMENT FOR RENT,"At Olodo Garage , Along Iwo Road. Ibadan Ibadan Oyo",Newly Built Room And Parlour Self Con Available,"300,000",,,
4 BEDROOM TERRACE FOR RENT,Agungi Lekki Lagos,Lovely 4 Bedroom Terrace,"4,300,000",4.0,5.0,5.0
COMMERCIAL PROPERTY FOR RENT,"Directly On The Road At Dugbe Onireke Road, Ibadan. Ibadan Ibadan Oyo",To Let/lease! Spacious Open Plan Office Space With Its Own Convenience Directly,"1,500,000",,,
3 BEDROOM DUPLEX FOR RENT,"Estaport Avenue Sholuyi, Gbagada Lagos",2 Nos Spacious 3 Bedrooms Up Flats All Rooms Ensuite With Guest Toilet All Tiled,"2,500,000",3.0,3.0,4.0
2 BEDROOM DUPLEX FOR RENT,"Jimoh Oladehinde Ifako, Gbagada Lagos",Decent Renovated 3 Bedrooms,"2,600,000",2.0,2.0,4.0
4 BEDROOM TERRACE FOR RENT,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,4 Bedroom Terrace With Bq For Rent In Lekki Phase 1.,"9,500,000",4.0,4.0,5.0
4 BEDROOM DUPLEX FOR RENT,Secure Estate At Orchid Road Lekki Expressway Lekki Lagos,Self Serviced 4 Bedrooms Semi Detached Duplex,"5,000,000",4.0,4.0,5.0
3 BEDROOM BLOCK OF FLATS FOR RENT,"Peace Estate, Akala Express, Ibadan Ibadan Ibadan Oyo",3 Bedroom Flat,"600,000",3.0,3.0,3.0
4 BEDROOM BLOCK OF FLATS For Rent,"Channel's Tv Road, Wisdom Estate. Opic Lagos Extension Ogun",Brand New 3 Bedroom Serviced Apartments With Maid's Room,"1,800,000",4.0,4.0,5.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Eko Atlantic City Eko Atlantic Victoria Island Lagos,Beautiful Apartments Available,"70,000",4.0,5.0,5.0
3 BEDROOM BLOCK OF FLATS FOR RENT,"Victoria Island, Victoria Island Lagos",3 Bedroom Flat With A Room Bq,"15,000,000",3.0,3.0,4.0
1 BEDROOM FLAT & APARTMENT FOR RENT,"Greenbay Estate, Megamound Close Ikota Lekki Lagos",Furnished One Bedroom Apartment With Swimming Pool,"3,000,000",1.0,2.0,2.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Kofo Abayomi Victoria Island Victoria Island Lagos,Luxury 3 Bedroom Apartment,"18,000,000",3.0,3.0,4.0
OFFICE FOR RENT,Lekki Lekki Lagos,Open Plan Office Building With Penthouse And Open Roof For Recreation,"25,000,000",,3.0,3.0
OFFICE FOR RENT,Ikeja Gra Ikeja Lagos,Fully Serviced 687 Sqm Office Space On The First Floor,241/day,,,
4 BEDROOM BLOCK OF FLATS FOR RENT,"Parkview Estate, Ikoyi Lagos",11 Units Of 3bedroom & 4bedroom Furnished Apartments,"120,000,000",4.0,4.0,5.0
FLAT & APARTMENT FOR RENT,At Aerodrome Gra Ibadan Ibadan Oyo,2 Bedroom Apartment,"1,500,000",0.0,0.0,0.0
4 BEDROOM DUPLEX FOR RENT,Secure Estate At Ikoyi Lagos Ikoyi Ikoyi Lagos,Fully Serviced 4 Bedrooms Semi Detached G Unit Adapted Swimming Pool Duplex,"18,000,000",4.0,4.0,5.0
3 BEDROOM TERRACE For Sale,"Off Adenike Olotun Street, Ikota Gra, Lekki, Lagos Ikota Lekki Lagos",Tastefully Furnished 3 Bedroom Terrace Duplex In A Shared Compound At Pentagon Court Phase 5,"15,000,000",3.0,3.0,4.0
5 BEDROOM DUPLEX FOR RENT,Old Ikoyi Ikoyi Ikoyi Lagos,Contemporary Styled 4 And 5 Bedrooms House Plus 2 Rooms Bq And Elevator,"25,000,000",5.0,5.0,5.0
3 BEDROOM OFFICE FOR RENT,Saka Tinubu Street Victoria Island Victoria Island Lagos,Private Office/cowork Space,"5,000/day",3.0,1.0,1.0
2 BEDROOM BLOCK OF FLATS FOR RENT,Magodo Gra 2 Luxury Duplex Magodo Gra Phase 2 Kosofe Ikosi Lagos,"Standard, Decent 2bedroom Flat With Room Bq","3,200,000",2.0,3.0,4.0
4 BEDROOM TERRACE FOR RENT,Orchid Road Lekki Lagos,4 Bedroom Terrace,"4,000,000",4.0,4.0,5.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Parkview Estate Ikoyi Lagos,Contemporary 4 Bedroom Maisonette With Excellent Facilities,"15,000,000",4.0,4.0,5.0
1 BEDROOM FLAT & APARTMENT FOR RENT,@ Orita Challenge Ibadan Ibadan Oyo,Room And Parlor Self,"400,000",1.0,1.0,1.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Victoria Island Victoria Island Lagos,Luxury 3 Bedrooms Apartment,"15,000,000",3.0,4.0,4.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Queens Drive Ikoyi Ikoyi Lagos,3 Bedroom Flat,"18,000,000",3.0,3.0,3.0
2 BEDROOM FLAT & APARTMENT FOR RENT,"At Ajao Busstop, Along Ojoo Iwo Road, Ibadan Ibadan Ibadan Oyo",2bedroom Flat,"400,000",2.0,2.0,2.0
4 BEDROOM DUPLEX FOR RENT,At Ikolaba Gra Estate Ibadan Ibadan Oyo,4bedroom Duplex,"1,800,000",4.0,4.0,4.0
2 BEDROOM FLAT & APARTMENT FOR RENT,Location : Mogana Liberty Academy Off Akala Express. Ibadan Ibadan Oyo,Now Out: Brand New 2 Bedroom,"300,000",2.0,2.0,2.0
3 BEDROOM FLAT & APARTMENT For Rent,Banana Island Estate Banana Island Ikoyi Lagos,Exquisite Waterfront 3 Bedroom Apartment + Bq+tennis Etc,"1,800,000",4.0,4.0,5.0
1 BEDROOM MINI FLAT FOR RENT,"Ateere, Kasumu, Akala Express, Ibadan Ibadan Ibadan Oyo",A Room And Parlor Self Contained,"350,000",1.0,1.0,1.0
3 BEDROOM DUPLEX FOR RENT,"Olorunda Estate Alapere, Gbagada Lagos",Newly Renovated 3 Bedrooms Up Flat With All Room Ensuite,"2,800,000",3.0,3.0,4.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Secure Estate At Osapa London Osapa Lekki Lagos,Self Serviced 3 Bedrooms Apartment ( Ground Floor),"3,300,000",3.0,3.0,4.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Parkview Estate Ikoyi Lagos,Spacious 3 Bedroom Apartment With Fitted Wardrobes,"7,000,000",3.0,3.0,4.0
OFFICE FOR RENT,Ozumba Mbadiwe Road Victoria Island Victoria Island Lagos,Grade A Office Space,"368,000,000",,,2.0
OFFICE FOR RENT,Victoria Island Victoria Island Victoria Island Lagos,"545sqm Grade A, Office Space In A 14 Floor Iconic Towers","190,000/sqm",,,
4 BEDROOM DUPLEX FOR RENT,Secure Estate At Orchid Road Lekki Lekki Expressway Lekki Lagos,Fully Serviced 4 Bedrooms Semi Detached Duplex With Bq,"4,000,000",4.0,4.0,5.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Omole Gra Omole Ikeja Lagos,Spacious Lovely 3 Bed Apartment,"3,000,000",3.0,3.0,4.0
OFFICE FOR RENT,Ozumba Mbadiwe Victoria Island Victoria Island Lagos,A Grade Luxury Office Space,600/sqm,,,
4 BEDROOM DUPLEX For Sale,"Off Adenike Olotun Street, Ikota Gra Ikota Lekki Lagos",Magnificent 4 Bedroom Terrace Duplex With Self Compound,"400,000,000",5.0,5.0,6.0
2 BEDROOM BLOCK OF FLATS FOR RENT,Lekki Lekki Phase 1 Lekki Lagos,Modern 2 Bedroom Apartment For Rent In Lekki Phase 1,"4,000,000",2.0,2.0,3.0
4 BEDROOM TERRACE FOR RENT,Oniru Victoria Island Lagos,Luxury 4 Bedroom Terrace With A Bq,"6,000,000",4.0,5.0,5.0
4 BEDROOM TERRACE FOR RENT,Bornu Street Banana Island Ikoyi Lagos,4 Bedroom Terrace,"16,000,000",4.0,4.0,3.0
5 BEDROOM DUPLEX FOR RENT,"Maryland Behind Jesu Oyingbo, Ikeja Lagos",5 Bedroom Semi Detached With Maid Room,"5,000,000",5.0,5.0,6.0
FLAT & APARTMENT FOR RENT,"*location* : Okebukun Estate ,elebu Oluyole Extension Ibadan. * Ibadan Ibadan Oyo",Tastefully Built 3bedroom Self Compound,"700,000",0.0,0.0,0.0
2 BEDROOM BLOCK OF FLATS FOR RENT,"Idi Ishin, Jericho, Ibadan Ibadan Ibadan Oyo",2 Bedroom Flat,"700,000",2.0,2.0,2.0
2 BEDROOM FLAT & APARTMENT FOR RENT,Oniru Lagos Island Lagos,Luxury And Fully Serviced 2 Bedroom Pent Floor Apartment With Swimming Pool,"7,000,000",2.0,,
4 BEDROOM HOUSE FOR RENT,Oniru Victoria Island Lagos,4 Bedroom Townhouse In A Gated Estate,"8,000,000",4.0,4.0,5.0
6 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,Massive 6 Bedroom Fully Detached House With Study And 2 Bq,"20,000,000",6.0,6.0,7.0
2 BEDROOM FLAT & APARTMENT FOR RENT,"Ikate, Illasan Ilasan Lekki Lagos",Brand New 2 Bedroom Flat In A Gated Mini Estate,"3,200,000",2.0,3.0,3.0
5 BEDROOM DUPLEX FOR RENT,Secure Estate At Ikota Lekki Ikota Lekki Lagos,Self Serviced 5 Bedroom Fully Detached Duplex With Bq,"6,500,000",5.0,5.0,6.0
4 BEDROOM BLOCK OF FLATS For Rent,"Channel's Tv Road, Wisdom Estate. Opic Lagos Extension Ogun","Beautifully Built Luxury 3 Bedroom Apartments With Maid's Room, Inverter & 275kva Generator","197,500/month",1.0,1.0,2.0
2 BEDROOM FLAT & APARTMENT FOR RENT,"Eden Heights, 6 Elsie Femi Pearse, Off Adeola Odeku, Vi Victoria Island Lagos",Beautiful 2 Bedroom Furnished Apartment,"14,000,000",2.0,3.0,3.0
3 BEDROOM FLAT & APARTMENT FOR RENT,At Ikolaba Gra. Ibadan Ibadan Oyo,3 Bedroom Flat,"1,200,000",3.0,3.0,3.0
4 BEDROOM TERRACE FOR RENT,Secure Estate At Chevron 2nd Tollgate Lekki Lekki Expressway Lekki Lagos,Brand New 4 Bedrooms Terrace Duplex,"4,000,000",4.0,4.0,5.0
FLAT & APARTMENT FOR RENT,At Back Of Finrel Akala Akobo Akobo. Ibadan Ibadan Oyo,2 Bedroom Flat,"600,000",,,
3 BEDROOM DUPLEX FOR RENT,"Shadia Estate Behind Chevron Staff Club And Clinic Sholuyi, Gbagada Lagos",2 Units Spacious 3 Bedroom Up Flat With Private Stairway Each,"2,200,000",3.0,3.0,4.0
3 BEDROOM DUPLEX FOR RENT,"Millennium Estate, Gbagada Lagos",Renovated 3 Bedrooms Ground Flat,"2,500,000",3.0,3.0,4.0
1 BEDROOM SELF CONTAIN FOR RENT,"Onigbongbo, Maryland, Ikeja, Lagos Maryland Ikeja Lagos",Tastefully Finished Roomself Contain,"900,000",1.0,1.0,1.0
OFFICE FOR RENT,Adeola Odeku Victoria Island Victoria Island Lagos,Office Space,"8,000,000",,,
2 BEDROOM BLOCK OF FLATS FOR RENT,Omole Gra Omole Ikeja Lagos,Lovely 2bed Apartment,"2,500,000",2.0,3.0,3.0
4 BEDROOM TERRACE For Sale,Fantastic Estate Ilasan Lekki Lagos,Luxury 4 Bedrooms Terrace Duplex With Swimming & Bq,"70,000,000",4.0,,
FLAT & APARTMENT FOR RENT,@ Ologolo Very Neat With Pop Althrough And Necessary Facilities Ibadan Ibadan Oyo,Just In📢📢📢 A Neatly 2bedroom Flat Now Available,"300,000",,,
3 BEDROOM DUPLEX FOR RENT,"Powerline Sholuyi, Gbagada Lagos",Relatively New 3 Bedrooms Ground Flat All Room Ensuite,"2,700,000",3.0,3.0,4.0
1 BEDROOM ROOM OR BOYS QUARTER FOR RENT,"Royal Gardens Estate, Ajah Ajah Lagos",2 Rooms Boys Quarter,"1,500,000",1.0,1.0,1.0
1 BEDROOM MINI FLAT FOR RENT,"Bashorun Housing Estate, Akobo, Ibadan . Ibadan Ibadan Oyo",Apartment,"650,000",1.0,1.0,1.0
4 BEDROOM HOUSE FOR RENT,Oluyole Estate 🏡 Ibadan Ibadan Oyo,Fully Detached Duplex With A Room And Parlor Bq,"3,000,000",4.0,4.0,4.0
4 BEDROOM FLAT & APARTMENT FOR RENT,Maitama Sule Off Awolowo Road Awolowo Road Ikoyi Lagos,Newly Built 4 Bedroom Flats For Rent Off Awolowo Road Ikoyi,"7,000,000",4.0,5.0,
FLAT & APARTMENT FOR RENT,Location: Close To Wisdom Estate Akobo Olorunda Road. Ibadan Ibadan Oyo,Newly Built 3 Bedroom Flat With All Modern Facilities,"600,000",,,
3 BEDROOM BLOCK OF FLATS FOR RENT,Mende Maryland Clean 3 Bed Apartment Maryland Ikeja Lagos,Clean 3 Bed Apartment,"1,700,000",3.0,4.0,4.0
FLAT & APARTMENT FOR RENT,Located At Karinkapo Estate Before Kasunmu Junction Off Akala Express Ibadan Ibadan Oyo,"🏠 3 Bedroom Flat With Modern Facilities Such As All Pop,tiled,water Heater ,wardrobe ,kitchen Cabinet ,4 Toilet, Interlocking Compound,fenced And Gated With Electric Fence Wire .","600,000",,,
3 BEDROOM DUPLEX FOR RENT,"Glory Estate, Gbagada Lagos",Newly Built And Nicely Finished 3 Bedroom,"3,000,000",3.0,3.0,4.0
3 BEDROOM DUPLEX FOR RENT,"Oriola Sawmill, Gbagada Lagos","Decent 3 Bedrooms Ground Flat With Pop, Kitchen Cabs, Wardrobes And Prepaid Meter","2,000,000",3.0,3.0,4.0
COMMERCIAL PROPERTY For Rent,Agidinbgi Ikeja Lagos,Space/store/ Mini Warehouse,"1,800,000",4.0,4.0,5.0
5 BEDROOM COMMERCIAL PROPERTY FOR RENT,At Agodi Secretariat Road Ibada Ibadan Ibadan Oyo,Well Maintained And Tastefully Built 5 Bedroom Bungalow For Commercial Use,"2,500,000",5.0,5.0,5.0
SHOP FOR RENT,Behind P& T Building Obalande Obalende Lagos Island Lagos,Newly Built Shops To Let Besides P& T Building Obalande Lagos,"1,500,000",,,
OFFICE FOR RENT,Saka Tinubu Street Victoria Island Victoria Island Lagos,Daily Subscription For An Office Space,"5,000/day",,,2.0
3 BEDROOM DUPLEX FOR RENT,"Millennium Estate, Gbagada Lagos",Relatively New 3 Bedrooms Up Flat All Rooms Ensuite,"4,000,000",3.0,3.0,4.0
1 BEDROOM FLAT & APARTMENT FOR RENT,"At Orogun Express, Ojoo Iwo Road, Ibadan. Ibadan Ibadan Oyo",Extremely Big Room And Parlour Self,"300,000",1.0,1.0,1.0
2 BEDROOM FLAT & APARTMENT FOR RENT,At Olodo Garage Ibadan Ibadan Oyo,Standard 2 Bedroom Flat,"350,000",2.0,2.0,2.0
OFFICE FOR RENT,Adetokunmbo Ademola Street Victoria Island Victoria Island Lagos,Open Plan Office Space,350/sqm,,,2.0
4 BEDROOM DUPLEX FOR RENT,Secure Estate At Ikota Estate Lekki Ikota Lekki Lagos,Brand New 4 Bedroom Fully Detached Duplex With Bq Well Finished House,"5,000,000",4.0,4.0,5.0
5 BEDROOM DUPLEX FOR RENT,Royal Garden Lekki Lagos,Fully Furnished 5 Bedroom Semi Detached,"15,000,000",5.0,5.0,6.0
4 BEDROOM DUPLEX For Sale,Ikate Elegushi Lekki Lagos,Tastefully Finished 4 Bedroom Semi Detached Duplex,"18,000,000",,,
4 BEDROOM HOUSE FOR RENT,Ikoyi Lagos,4 Bedroom Terrace With Large Swimming Pool,"27,000,000",4.0,4.0,4.0
4 BEDROOM DUPLEX FOR RENT,C Close Off Sokoto Street Banana Island Ikoyi Lagos,Newly Built 4 Bedroom Semi Detached House,"25,000,000",4.0,4.0,4.0
2 BEDROOM FLAT & APARTMENT FOR RENT,At Aho Estate Ajibode Ibadan Ibadan Oyo,Twin Bungalow Of Newly Renovated 2 Bedroom Flat,"360,000",2.0,2.0,2.0
OFFICE FOR RENT,"P& T Building Obalande , Lagos Ikoyi Ikoyi Lagos",Classic Offices Spaces For Lease In Good Location,"45,000",,,
5 BEDROOM DUPLEX FOR RENT,Lekki Lekki Phase 1 Lekki Lagos,Modern 5 Bedroom Semi Detached Duplex,"25,000,000",5.0,5.0,6.0
3 BEDROOM FLAT & APARTMENT FOR RENT,At Alakia Iyana Adogba Road Ìbàdàn Ibadan Ibadan Oyo,Nicely Built 3bedroom,"500,009",3.0,3.0,3.0
4 BEDROOM DUPLEX FOR RENT,Vintage Estate Osapa London Osapa London Lekki Lagos,Beautiful 4 Bedroom Semi Detached Duplex With Bq,"7,000,000",4.0,5.0,5.0
HOUSE FOR RENT,Pat Elebu Idi Ahun Behind Idc Primary School Immediately After The Tree. Ibadan Ibadan Oyo,*renovated Two Bedroom Apartment,"400,000",,,
OFFICE FOR RENT,Saka Tinubu Street Victoria Island Victoria Island Lagos,Cozy Coworking Office,"5,000/day",,,2.0
3 BEDROOM HOUSE FOR RENT,Ikoyi Lagos,Luxury 3 Bedroom Terrace,"20,000,000",3.0,3.0,4.0
3 BEDROOM FLAT & APARTMENT FOR RENT,Parkview Parkview Estate Ikoyi Lagos,Fully Furnished Penthouse For Lease In Parkview,"15,000,000",3.0,4.0,
OFFICE For Rent,42 Saka Tinubu Street Victoria Island Lagos,Tastefully Furnished Office Space,"22,000,000",4.0,4.0,5.0
4 BEDROOM TERRACE FOR RENT,2nd Tollgate Lekki Lekki Expressway Lekki Lagos,Fully Serviced 4 Bedroom Terrace Duplex Well Finished House,"4,500,000",4.0,4.0,5.0
4 BEDROOM DUPLEX FOR RENT,Secure Estate At Ikota Estate Lekki Ikota Lekki Lagos,Brand New 4 Bedroom Semi Detached Duplex With Bq Well Finished House,"4,500,000",4.0,4.0,5.0
3 BEDROOM OFFICE FOR RENT,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,Fine Office Space With 3 En Suite Offices,"5,000,000",3.0,4.0,4.0
5 BEDROOM BUNGALOW FOR RENT,"➡️ Fully Furnished Self Compound Bungalow For Rent Amenities: [ ] 5bedroom [ ] Fitted Kitchen With Accessories [ ] Modern Day Pop Ceiling [ ] Detailed Finishing : *association Close New Bodija , Ibadan* Ibadan Ibadan Oyo",Fully Furnished Self Compound Bungalow,"2,000,000",5.0,5.0,5.0
1 BEDROOM SELF CONTAIN FOR RENT,Shomolu Lagos,Tastefully Finished Roomself Contain,"600,000",1.0,1.0,1.0
2 BEDROOM BLOCK OF FLATS FOR RENT,"Adron Court, Ayegun Oleyo, Off Akala Express, Ibadan Ibadan Ibadan Oyo",2 Bedroom Flat,"400,000",2.0,2.0,2.0
3 BEDROOM BLOCK OF FLATS FOR RENT,"Lagos Homes Housing Estate, Beside Sangotedo Shoprite Sangotedo Ajah Lagos",3 Bedroom Flat,"2,000,000",3.0,3.0,4.0
2 BEDROOM FLAT & APARTMENT FOR RENT,Orchid Road Lekki Expressway Lekki Lagos,2 Bedroom Apartment,"3,000,000",2.0,2.0,2.0
5 BEDROOM HOUSE FOR RENT,Banana Island Estate Banana Island Ikoyi Lagos,5 Bedroom Maisonette Bq,"30,000,000",5.0,5.0,6.0
LAND For Sale,Cofo Land At Karshi Abuja Abuja Phase 1,"Queen's Park Estate, Karshi, Abuja","30,000,000",,,
3 BEDROOM FLAT & APARTMENT FOR RENT,"Cromwell Court, Chevron Chevron Drive Lekki Lagos",Furnished 3 Bedroom Apartment With Air Conditioners,"5,000,000",3.0,4.0,4.0
4 BEDROOM BLOCK OF FLATS FOR RENT,Parkview Estate Ikoyi Lagos,Fully Furnished 4 Bedroom Flat,"12,000,000",4.0,4.0,5.0
3 BEDROOM BLOCK OF FLATS FOR RENT,Ikeja Omole Brand New 3bed Omole Ikeja Lagos,Ikeja Omole Brand New House 3 Bed With Pop,"3,500,000",3.0,4.0,4.0
1 BEDROOM EVENT HALL FOR RENT,Saka Tinubu Street Victoria Island Victoria Island Lagos,Beautiful Corporate Event Space,"50,000/day",1.0,2.0,2.0
OFFICE FOR RENT,Adeola Hopewell Victoria Island Victoria Island Lagos,Office Space For Lease In Vi,"150,000",,,
3 BEDROOM BLOCK OF FLATS FOR RENT,By Chevron 2nd Tollgate Lekki Lekki Expressway Lekki Lagos,Beautiful 3 Bedroom Apartment Well Finished House For Rent,"3,500,000",3.0,3.0,4.0
4 BEDROOM DUPLEX FOR RENT,Lekki Right Lovely 4 Bed Duplex Wt Bq Lekki Phase 1 Lekki Lagos,Lovely 4 Bedroom Terrace Duplex With One Bq,"8,500,000",4.0,5.0,6.0
OFFICE FOR RENT,Victoria Island Victoria Island Lagos,Grade A Open Plan Office Space,"100,000/sqm",,,
1 BEDROOM FLAT & APARTMENT FOR RENT,Off Bourdillon Ikoyi Ikoyi Lagos,Miniflat For Lease In Old Ikoyi,"6,000,000",1.0,2.0,
2 BEDROOM BLOCK OF FLATS FOR RENT,"Riverside Apartment Banana Island Road, Ikoyi Lagos",Well Finished And Furnished 2bedroom Flat ( All Ensuite) With Maid Room And Swimming Pool,"14,000,000",2.0,2.0,3.0
4 BEDROOM TERRACE FOR RENT,"Platinum Way Ikate, Lekki Lagos",Luxury Beautiful Architectural And Well Detailed 4 Bedroom Terrace.,"5,000,000",4.0,4.0,5.0
3 BEDROOM FLAT & APARTMENT For Rent,Banana Island Estate Banana Island Ikoyi Lagos,Exquisite Waterfront 3 Bedroom Apartment + Bq+tennis Etc,"22,000,000",4.0,4.0,5.0
4 BEDROOM DUPLEX FOR RENT,"Estaport Avenue, Soluyi Gbagada Lagos",4 Bedroom Semi Detached With Maid Room,"6,000,000",4.0,4.0,5.0
3 BEDROOM BLOCK OF FLATS FOR RENT,"Banana Island, Ikoyi Lagos",Brand New 3 Bedroom Luxurious Flat With The Master Bedroom Ensuite And A Staff Room,"20,000,000",3.0,3.0,4.0
1 BEDROOM FLAT & APARTMENT FOR RENT,At Lodi Akala Express Ibadan Ibadan Oyo,A Room And Parlour,"250,000",1.0,1.0,1.0
1 BEDROOM MINI FLAT FOR RENT,"Onigongbo, Maryland, Ikeja, Lagos Maryland Ikeja Lagos",Tastefully Finshed Pay And Park Miniflat,"1,500,000",1.0,2.0,2.0
